,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,first_three_cols
1922,"On Aburi we stand - The Distortion of Aburi Accord By Colonel Odumegwu Ojukwu May 30, 1969.txt",military,aburi,supreme,federal,must,gowon,area,meeting,would,decisions,military aburi  supreme
1923,On Aburi we stand - The Distortion of Aburi Accord.txt,military,aburi,supreme,federal,army,must,gowon,area,meeting,would,military aburi  supreme
32, Declaring a Twelve State Structure for Nigeria.txt,military,states,federal,eastern,country,state,new,government,region,comprising,military states  federal
78, Major-General Yakubu Gowon Declaring a Twelve State Structure for Nigeria.txt,military,states,federal,eastern,country,state,new,government,region,comprising,military states  federal
1691,Major-General Yakubu Gowon’s Speech Announcing Nigeria's Twelve State Structure – May 1967.txt,military,states,federal,eastern,country,state,new,government,region,comprising,military states  federal
77, Major-General Yakubu Gowon Declaring a Twelve State Structure for Nigeria – May 1967.txt,military,states,federal,eastern,country,state,new,government,region,comprising,military states  federal
2437,Speech by Major-General Yakubu Gowon Declaring a Twelve State Structure for Nigeria – May 1967.txt,military,states,federal,eastern,country,state,new,government,region,comprising,military states  federal
2438,Speech by Major-General Yakubu Gowon Declaring a Twelve State Structure for Nigeria.txt,military,states,federal,eastern,country,state,new,government,region,comprising,military states  federal
1684,Major General Yakubu Gowon Declaring a Twelve State Structure for Nigeria – May 1967.txt,military,states,federal,eastern,country,state,new,government,region,comprising,military states  federal
1682,"Major Chukwuma Kaduna Nzeogwu – announcing Nigeria’s first military coup on Radio Nigeria, Kaduna on January 15, 1966..txt",military,supreme,local,council,every,punishable,sentence,citizen,revolution,nigerian,military supreme  local
1683,"Major Chukwuma Kaduna Nzeogwu’s Radio Announcement of Nigeria’s First Military Coup – January 15, 1966.txt",military,supreme,local,council,every,punishable,sentence,citizen,revolution,nigerian,military supreme  local
2171,"Radio broadcast by Major Chukwuma Kaduna Nzeogwu – announcing Nigeria’s first  military coup on Radio Nigeria, Kaduna on January 15, 1966..txt",military,supreme,local,council,every,punishable,sentence,citizen,revolution,nigerian,military supreme  local
2174,Radio broadcast by Major Chukwuma Kaduna Nzeogwu – announcing Nigeria’s first military coup on Radio Nigeria.txt,military,supreme,local,council,every,punishable,sentence,citizen,revolution,nigerian,military supreme  local
2173,"Radio broadcast by Major Chukwuma Kaduna Nzeogwu – announcing Nigeria’s first military coup on Radio Nigeria, Kaduna on January 15, 1966..txt",military,supreme,local,council,every,punishable,sentence,citizen,revolution,nigerian,military supreme  local
2172,"Radio broadcast by Major Chukwuma Kaduna Nzeogwu – announcing Nigeria’s first military coup on January 15, 1966..txt",military,supreme,local,council,every,punishable,sentence,citizen,revolution,nigerian,military supreme  local
2178,"Recorded Major Chukwuma Kaduna Nzeogwu Speech – announcing Nigeria’s first military coup on Radio Nigeria, Kaduna on January 15, 1966..txt",military,supreme,local,council,every,punishable,sentence,citizen,revolution,nigerian,military supreme  local
359,"A BRIEF BY CHIEF (DR.) J. O. SANUSI (CON), GOVERNOR, CENTRAL BANK OF NIGERIA ON ON-GOING EFFORTS TOWARDS A MONETARY UNION (SINGLE CENTRAL BANK AND CURRENCY) IN THE WEST AFRICAN SUB-REGION DURING MEFMI CENTRAL BANK GOVERNORS= FORUM,  BIS, BASEL, SWITZERLAND, JUNE 30TH - JULY 01, 2003.txt",monetary,central,african,bank,west,would,single,member,countries,currency,monetary central  african
358,"A BRIEF BY CHIEF (DR.) J. O. SANUSI (CON), GOVERNOR, CENTRAL BANK OF NIGERIA ON ON-GOING EFFORTS TOWARDS A MONETARY UNION (SINGLE CENTRAL BANK AND CURRENCY) IN THE WEST AFRICAN SUB-REGION DURING MEFMI CENTRAL BANK GOVERNORS FORUM,  BIS, BASEL, SWITZERLAND.txt",monetary,central,african,bank,west,would,single,member,countries,currency,monetary central  african
1867,"OPENING ADDRESS BY DR. J. O. SANUSI, GOVERNOR, CENTRAL BANK OF NIGERIA, AT THE FIRST ANNUAL CONFERENCE ON “CURRENT CHALLENGES OF MONETARY POLICY IN NIGERIA”, ORGANISED BY THE MONEY, MACROECONOMIC AND FINANCE GROUP OF THE MONEY MARKET ASSOCIATION OF NIGERIA (MMAN)..txt",monetary,policy,financial,conference,economy,conduct,interest,challenges,bank,cbn,monetary policy  financial
1866,"OPENING ADDRESS BY CHIEF (DR.) J. O. SANUSI, GOVERNOR, CENTRAL BANK OF NIGERIA, AT THE FIRST ANNUAL CONFERENCE ON “CURRENT CHALLENGES OF MONETARY POLICY IN NIGERIA”, ORGANISED BY THE MONEY, MACROECONOMIC AND FINANCE GROUP OF THE MONEY MARKET ASSOCIATION OF NIGERIA (MMAN)..txt",monetary,policy,financial,conference,economy,conduct,interest,challenges,bank,cbn,monetary policy  financial
1863,OPENING ADDRESS BY CHIEF (DR.) J. O. SANUSI GOVERNOR CENTRAL BANK OF NIGERIA.txt,monetary,policy,financial,conference,economy,conduct,interest,challenges,bank,cbn,monetary policy  financial
841,CURRENT CHALLENGES OF MONETARY POLICY IN NIGERIA.txt,monetary,policy,financial,conference,economy,bank,conduct,central,challenges,interest,monetary policy  financial
1865,"OPENING ADDRESS BY CHIEF (DR.) J. O. SANUSI, GOVERNOR, CENTRAL BANK OF NIGERIA, AT THE FIRST ANNUAL CONFERENCE ON “CURRENT CHALLENGES OF MONETARY POLICY IN NIGERIA”, ORGANISED BY THE MONEY, MACROECONOMIC AND FINANCE GROUP OF THE MONEY MARKET ASSOCIATION OF NIGERIA (MMAN), AT THE NICON HILTON HOTEL, ABUJA..txt",monetary,policy,financial,conference,economy,conduct,interest,challenges,bank,cbn,monetary policy  financial
1864,"OPENING ADDRESS BY CHIEF (DR.) J. O. SANUSI, GOVERNOR, CENTRAL BANK OF NIGERIA, AT THE FIRST ANNUAL CONFERENCE ON “CURRENT CHALLENGES OF MONETARY POLICY IN NIGERIA”, ORGANISED BY THE MONEY, MACROECONOMIC AND FINANCE GROUP OF THE MONEY MARKET ASSOCIATION OF NIGERIA (MMAN), AT THE NICON HILTON HOTEL, ABUJA, JULY 4 – 6, 2002.txt",monetary,policy,financial,conference,economy,conduct,interest,challenges,bank,cbn,monetary policy  financial
102, President Buhari on Challenges of Currency Swap and State of the Nation.txt,money,cbn,new,administration,implementation,old,notes,economic,security,financial,money cbn  new
1787,National Broadcast by President Buhari on Challenges of Currency Swap and State of the Nation.txt,money,cbn,new,administration,implementation,old,notes,economic,security,financial,money cbn  new
1785,Naira Scarcity: Full text of Buhari’s speech to Nigerians.txt,money,cbn,new,administration,implementation,old,notes,economic,security,financial,money cbn  new
846,Challenges of Currency Swap and State of the Nation.txt,money,cbn,new,administration,implementation,old,notes,economic,security,financial,money cbn  new
86, National Broadcast by President Buhari on Challenges of Currency Swap and State of the Nation.txt,money,cbn,new,administration,implementation,old,notes,economic,security,financial,money cbn  new
2603,"THE UNIVERSITY OF LAGOS 2017 CONVOCATION LECTURE DELIVERED BY HIS EXCELLENCY GOVERRNOR AKINWUNMI AMBODE, ON TUESDAY, MAY 8, 2018.txt",must,cannot,us,lagos,people,one,much,better,world,state,must cannot  us
2602,"THE UNIVERSITY OF LAGOS 2017 CONVOCATION LECTURE DELIVERED BY HIS EXCELLENCY GOVERRNOR AKINWUNMI AMBODE, GOVERNOR OF LAGOS STATE ON TUESDAY, MAY 8, 2018 AT J.F. ADE AJAYI AUDITORIUM , UNIVERSITY OF LAGOS, AKOKA.﻿.txt",must,cannot,us,people,one,lagos,much,better,world,state,must cannot  us
2601,"THE UNIVERSITY OF LAGOS 2017 CONVOCATION LECTURE DELIVERED BY HIS EXCELLENCY GOVERRNOR AKINWUNMI AMBODE, GOVERNOR OF LAGOS STATE ON TUESDAY, MAY 8, 2018 AT J.F. ADE AJAYI AUDITORIUM , UNIVERSITY OF LAGOS, AKOKA..txt",must,cannot,us,people,one,lagos,much,better,world,state,must cannot  us
70," LECTURE DELIVERED BY HIS EXCELLENCY GOVERRNOR AKINWUNMI AMBODE, GOVERNOR OF LAGOS STATE ON TUESDAY, MAY 8, 2018 AT J.F. ADE AJAYI AUDITORIUM , UNIVERSITY OF LAGOS, AKOKA..txt",must,cannot,us,people,one,lagos,much,better,world,state,must cannot  us
2652,The Dawn of National Reconciliation - Gowon's Victory Message to the Nation.txt,must,federal,nation,government,also,people,national,us,shall,thank,must federal  nation
3004,“The Dawn of National Reconciliation” – Gowon’s Civil War Victory Message to the Nation.txt,must,federal,nation,government,also,people,national,us,shall,thank,must federal  nation
2653,"The Dawn of National Reconciliation' - Gowon's Victory Message to the Nation, By General Yakubu Gowon Jan 15, 1970.txt",must,federal,nation,government,also,people,national,us,shall,thank,must federal  nation
3003,"“The Dawn of National Reconciliation” – Gowon’s Civil War Victory Message to the Nation, 15 January 1970.txt",must,federal,nation,government,also,people,national,us,shall,thank,must federal  nation
2654,"The Dawn of National Reconciliation” – Gowon’s Civil War Victory Message to the Nation, 15 January 1970.txt",must,federal,nation,government,also,people,national,us,shall,thank,must federal  nation
1308,"Gowon’s Civil War Victory Message to the Nation, 15 January 1970.txt",must,federal,nation,government,also,people,national,us,shall,thank,must federal  nation
3002,"“The Dawn of National Reconciliation” – Gowon’s Civil War Victory Message to the Nation, .txt",must,federal,nation,government,also,people,national,us,shall,thank,must federal  nation
1204,"General Gowon's Message of National Reconciliation Following the Civil War Victory – January 15, 1970.txt",must,federal,nation,government,also,people,national,us,shall,thank,must federal  nation
2480,"Speech delivered by His Excellen cy, the Executive Governor of Nasarawa State, Alhaji Abdullahi Adamu, for and on behalf of Governor’s of the 19 Northern States at ‘reception 2000’ held in honour of His Excellency, the Vice-President, Alhaji Atiku Abubakar at the Ahmadu Bello Stadium Kaduna on Saturday, November 18, 2000.txt",must,upon,democracy,recent,unity,us,ideals,excellence,business,esteemed,must upon  democracy
2482,"Speech delivered by His Excellency, the Executive Governor of Nasarawa State, Alhaji Abdullahi Adamu, for and on behalf of Governor’s of the 19 Northern States at ‘reception 2000’ held in honour of His Excellency, the Vice-President, Alhaji Atiku Abubakar at the Ahmadu Bello Stadium Kaduna on Saturday, November 18, 2000.txt",must,upon,democracy,recent,unity,us,ideals,excellence,business,esteemed,must upon  democracy
2483,"Speech delivered by His Excellencyy, the Executive Governor of Kwara State, Alhaji Abdullahi Adamu, for and on behalf of Governor’s of the 19 Northern States at ‘reception 2000’ held in honour of His Excellency, the Vice-President, Alhaji Atiku Abubakar at the Ahmadu Bello Stadium Kaduna on Saturday, November 18, 2000.txt",must,upon,democracy,recent,unity,us,ideals,excellence,business,esteemed,must upon  democracy
2484,"Speech delivered by His Excellencyy, the Executive Governor of Nasarawa State, Alhaji Abdullahi Adamu, for and on behalf of Governor’s of the 19 Northern States at ‘reception 2000’ held in honour of His Excellency, the Vice-President, Alhaji Atiku Abubakar at the Ahmadu Bello Stadium Kaduna on Saturday, November 18, 2000.txt",must,upon,democracy,recent,unity,us,ideals,excellence,business,esteemed,must upon  democracy
1968,PMS’s Speech at the Signing into Law the 2023 Appropriations Bill and 2022 Appropriations Bill.txt,national,budget,assembly,appropriation,fiscal,made,bill,implementation,enable,executive,national budget  assembly
2372,Senate President And Chairman Of The National Assembly At The Presentation Of The 2020 Budget Estimates..txt,national,budget,assembly,federal,estimates,government,work,ensure,legislative,republic,national budget  assembly
1967,"PMS’s Speech at the Signing into Law the 2023 Appropriations Bill and 2022 Appropriations Bill January 3, 2023.txt",national,budget,assembly,appropriation,fiscal,made,bill,implementation,enable,executive,national budget  assembly
775,Buhari on 2023 Appropriation bill.txt,national,budget,assembly,appropriation,fiscal,made,bill,implementation,enable,executive,national budget  assembly
91, PMS’s Speech at the Signing into Law the 2023 Appropriations Bill and 2022 Appropriations Bill.txt,national,budget,assembly,appropriation,fiscal,made,bill,implementation,enable,executive,national budget  assembly
662,Appropriations Bill and 2022 Appropriations Bill.txt,national,budget,assembly,appropriation,fiscal,made,bill,implementation,enable,executive,national budget  assembly
2269,"SPEECH BY HIS EXCELLENCY, MUHAMMADU BUHARI PRESIDENT OF THE FEDERAL REPUBLIC OF NIGERIA AT THE SIGNING INTO LAW OF THE 2023 APPROPRIATIONS BILL AND THE 2022 SUPPLEMENTARY APPROPRIATION BILL PRESIDENTIAL VILLA, ABUJA. TUESDAY, 3RD JANUARY, 2023.txt",national,budget,assembly,appropriation,bill,fiscal,made,implementation,enable,executive,national budget  assembly
2082,President Obasanjo's 2005 New Year Broadcast To The Nation.txt,national,continue,new,may,year,us,reform,production,nigerians,one,national continue  new
307,2005 New Year Broadcast To The Nation.txt,national,continue,new,may,year,us,reform,production,nigerians,one,national continue  new
2942,"e-ID Card Launch Speech REMARKS BY HIS EXCELLENCY, PRESIDENT GOODLUCK EBELE JONATHAN, GCFR AT THE FORMAL LAUNCH OF THE ISSUANCE PROCESS FOR THE NATIONAL ELECTRONIC IDENTITY CARD (E-ID CARD) HELD AT STATE HOUSE, ABUJA ON THURSDAY, 28TH AUGUST, 2014.txt",national,identity,also,card,must,nimc,issuance,ensuring,data,harmonization,national identity  also
2943,"e-ID Card Launch Speech remarks by His Excellency , President Goodluck Ebele Jonathan.txt",national,identity,also,card,must,nimc,issuance,ensuring,data,harmonization,national identity  also
2387,Shonekan’s resignation speech after Abacha deposed him.txt,national,interim,government,economic,country,past,put,may,defence,chief,national interim  government
2166,"RESIGNATION SPEECH OF ERNEST SHONEKAN, WEDNESDAY NOVEMBER 17, 1993..txt",national,interim,government,economic,country,past,put,may,defence,chief,national interim  government
2167,"RESIGNATION SPEECH OF ERNEST SHONEKAN, WEDNESDAY NOVEMBER 17, 1993.txt",national,interim,government,economic,country,past,put,may,defence,chief,national interim  government
2168,RESIGNATION SPEECH OF ERNEST SHONEKAN.txt,national,interim,government,economic,country,past,put,may,defence,chief,national interim  government
977,"ERNEST SHONEKAN RESIGNATION SPEECH WEDNESDAY NOVEMBER 17, 1993.txt",national,interim,government,economic,country,past,put,may,defence,chief,national interim  government
557,"Address by His Excellency, President Goodluck Ebele Jonathan, GCFR.txt",national,nigeria,must,billion,naira,one,development,sector,million,new,national nigeria  must
2070,"President Goodluck Ebele Jonathan, GCFR On the Occasion of His Declaration of Intent to Run for the 2015 Presidential Elections under the Platform of the Peoples Democratic Party (PDP).txt",national,nigeria,must,billion,sector,one,country,development,naira,million,national nigeria  must
1355,"His Excellency, President Goodluck Ebele Jonathan, GCFR On the Occasion of His Declaration of Intent to Run for the 2015 Presidential Elections under the Platform of the Peoples Democratic Party (PDP) Eagle Square, Abuja.txt",national,nigeria,must,billion,naira,one,development,sector,million,new,national nigeria  must
2025,Peter Obi’s speech rejecting presidential election result.txt,new,nigeria,nigerians,process,datti,let,continue,attacks,indeed,election,new nigeria  nigerians
1156,Full text of Peter Obi’s speech rejecting presidential election result.txt,new,nigeria,nigerians,process,datti,let,continue,attacks,indeed,election,new nigeria  nigerians
1896,"Obi breaks silence after election, prepares for legal battle.txt",new,nigeria,people,must,committed,gratitude,come,dear,media,one,new nigeria  people
734,"Battle Battle! Full Speech: Obi breaks silence after election, prepares for legal battle.txt",new,nigeria,people,must,committed,gratitude,come,dear,media,one,new nigeria  people
1120,"Full Speech: Obi breaks silence after election, prepares for legal battle.txt",new,nigeria,people,must,committed,gratitude,come,dear,media,one,new nigeria  people
1893,Obasanjo’s speech on his 85th birthday.txt,nigeria,africa,must,us,process,world,narrative,nation,people,one,nigeria africa  must
88, Obasanjo’s speech on his 85th birthday.txt,nigeria,africa,must,us,process,world,narrative,nation,people,one,nigeria africa  must
1836,Nigeria’s Economic Resurgence: Learning from the African Experience.txt,nigeria,african,must,bank,support,investment,development,economic,food,growth,nigeria african  must
964,"Dr. Akinwumi A. Adesina, President of the African Development Bank Group at the Mid-Term Ministerial Performance Review Retreat, Abuja, Nigeria, 11 October 2021.txt",nigeria,african,must,bank,support,investment,development,economic,food,growth,nigeria african  must
1897,Obi’s speech at Chatham House in the UK.txt,nigeria,development,new,nigerian,governance,power,change,economic,government,leadership,nigeria development  new
1898,Obi’s speech at Chatham House.txt,nigeria,development,new,nigerian,governance,power,change,economic,government,leadership,nigeria development  new
2024,Peter Obi’s speech at Chatham House.txt,nigeria,development,new,nigerian,governance,power,change,economic,government,leadership,nigeria development  new
2075,President Muhammadu Buhari’s Democracy Day Speech.txt,nigeria,four,fellow,government,people,country,rural,challenges,economic,continue,nigeria four  fellow
1141,Full text of Buhari’s speech .txt,nigeria,four,fellow,government,people,country,rural,challenges,economic,continue,nigeria four  fellow
79," Making Nigeria a Global Industrial and Economic Giant - Keynote Lecture Delivered by Dr. Akinwumi A. Adesina, President, African Development Bank Group, Business Day CEO Forum, 13 July 2023, Lagos, Nigeria..txt",nigeria,manufacturing,industrial,power,global,investment,export,development,industries,skills,nigeria manufacturing  industrial
1694,"Making Nigeria a Global Industrial and Economic Giant  Keynote Lecture Delivered by Dr. Akinwumi A. Adesina, President, African Development Bank Group.txt",nigeria,manufacturing,industrial,power,global,investment,export,development,industries,skills,nigeria manufacturing  industrial
1039,"FAREWELL SPEECH BY HIS EXCELLENCY, MUHAMMADU BUHARI, PRESIDENT AND COMMANDER-IN-CHIEF, FEDERAL REPUBLIC OF NIGERIA.txt",nigeria,nigerians,fellow,great,better,political,country,democracy,make,results,nigeria nigerians  fellow
41, Farewell Speech by His Excellency President Muhammadu Buhari.txt,nigeria,nigerians,fellow,great,better,political,country,democracy,make,results,nigeria nigerians  fellow
1067,Farewell Speech by  President Muhammadu Buhari.txt,nigeria,nigerians,fellow,great,better,political,country,democracy,make,results,nigeria nigerians  fellow
1379,I AM MADE IN NIGERIA – Full Text of Speech Delivered by Mrs. Biola Alabi.txt,nigeria,one,nigerian,film,films,story,years,made,first,world,nigeria one  nigerian
2972,– Full Text of Speech Delivered by Mrs. Biola Alabi.txt,nigeria,one,nigerian,film,films,story,years,made,first,world,nigeria one  nigerian
1656,MAKE IT HAPPEN: USE WHAT WE MAKE. MAKE WHAT WE USE.txt,nigeria,one,nigerian,film,films,story,years,made,first,world,nigeria one  nigerian
1380,I AM MADE IN NIGERIA – Speech Delivered by Mrs. Biola Alabi.txt,nigeria,one,nigerian,film,films,story,years,made,first,world,nigeria one  nigerian
2407,"Speech Delivered by Dr. Akinwumi A. Adesina President, African Development Bank Group Inauguration Lecture for the New President of Nigeria 27 May 2023, Abuja, Nigeria.txt",nigeria,president,development,must,african,bank,tax,hope,support,new,nigeria president  development
34," Dr. Akinwumi A. Adesina President, African Development Bank Group Inauguration Lecture for the New President of Nigeria 27 May 2023, Abuja, Nigeria.txt",nigeria,president,development,must,african,bank,tax,hope,support,new,nigeria president  development
556,"Address by His Excellency, President Goodluck Ebele Jonathan, GCFR On the Occasion of His Declaration of Intent to Run for the 2015 Presidential Elections under the Platform of the Peoples Democratic Party (PDP).txt",nigeria,see,support,must,expanding,young,national,water,go,one,nigeria see  support
1129,Full Text of Goodluck Jonathan’s Declaration Speech.txt,nigeria,see,support,must,expanding,young,national,water,go,one,nigeria see  support
1212,Goodluck Jonathan’s Declaration Speech.txt,nigeria,see,support,must,expanding,young,national,water,go,one,nigeria see  support
1213,"Goodluck Jonathan’s Declaration Speech: Nov 11,2014.txt",nigeria,see,support,must,expanding,young,national,water,go,one,nigeria see  support
298,"1960 SIR ABUBAKAR TAFAWA BALEWA, “INDEPENDENCE DAY”.txt",nigeria,today,independence,us,shall,upon,representatives,must,october,first,nigeria today  independence
1838,Nigeria’s Great Speeches in  History.txt,nigeria,today,independence,first,shall,us,upon,representatives,must,october,nigeria today  independence
31," Declaring Nigeria’s Independence by Nigeria’s First Prime Minister Alhaji Sir Abubakar Tafawa Balewa – October 1, 1960.txt",nigeria,today,shall,us,upon,representatives,must,independence,first,great,nigeria today  shall
2701,The Speech Declaring Nigeria’s Independence by Nigeria’s First Prime Minister Alhaji Sir Abubakar Tafawa Balewa.txt,nigeria,today,shall,us,upon,representatives,must,independence,first,great,nigeria today  shall
1816,"Nigeria's Declaration of Independence by Prime Minister Abubakar Tafawa Balewa – October 1, 1960.txt",nigeria,today,shall,us,upon,representatives,must,independence,first,great,nigeria today  shall
2700,"The Speech Declaring Nigeria’s Independence by Nigeria’s First Prime Minister Alhaji Sir Abubakar Tafawa Balewa – October 1, 1960.txt",nigeria,today,shall,us,upon,representatives,must,independence,first,great,nigeria today  shall
1837,"Nigeria’s First Prime Minister Alhaji Sir Abubakar Tafawa Balewa – October 1, 1960.txt",nigeria,today,shall,us,upon,must,independence,first,great,pride,nigeria today  shall
251,"(1957) ABUBAKAR TAFAWA BALEWA, “FIRST SPEECH AS PRIME MINISTER” POSTED ONAUGUST 20, 2009.txt",nigeria,us,must,political,work,country,government,first,federation,independence,nigeria us  must
432,"ABUBAKAR TAFAWA BALEWA, “FIRST SPEECH AS PRIME MINISTER” (1957) .txt",nigeria,us,must,political,work,country,first,among,future,everyone,nigeria us  must
1695,"Making a New Nigeria:  Welfarist Policies and People-Centered Development  Lecture Delivered by  Dr. Akinwumi A. Adesina, CON  President, African Development Bank Group  Award of the Obafemi Awolowo Prize for Leadership  6 March 2024..txt",nigeria,would,rural,health,must,president,development,african,africa,chief,nigeria would  rural
530,"Acceptance speech by Dr. Akinwumi A. Adesina, Obafemi Awolowo Prize for Leadership.txt",nigeria,would,rural,health,must,president,development,african,africa,chief,nigeria would  rural
1566,"Keynote Address by His Excellency, President Olusegun Obasanjo, GCFR At the Opening Ceremony of the  Conference on Bridging the Digital and Scientific Divide.txt",nigerian,diaspora,development,nigeria,nigerians,home,must,national,also,us,nigerian diaspora  development
1557,Keynote Address - Conference on Bridging the Digital and Scientific Divide: Forging a Constructive Relationship with the Nigerian Diaspora.txt,nigerian,diaspora,development,nigeria,nigerians,home,must,national,also,us,nigerian diaspora  development
1608,"LENCY, MUHAMMADU BUHARI, PRESIDENT AND COMMANDER IN CHIEF OF THE ARMED FORCES OF THE FEDERAL REPUBLIC OF NIGERIA DELIVERED BY HIS EXCELLENCY, PROF. YEMI OSINBAJO, SAN, GCON, VICE PRESIDENT OF THE FEDERAL REPUBLIC OF NIGERIA .txt",nigerian,people,indeed,family,nigeria,history,social,us,lives,always,nigerian people  indeed
452,"ADDRESS BY HIS EXCELLENCY, MUHAMMADU BUHARI, PRESIDENT AND COMMANDER IN CHIEF OF THE ARMED FORCES OF THE FEDERAL REPUBLIC OF NIGERIA DELIVERED BY HIS EXCELLENCY, PROF. YEMI OSINBAJO, SAN, GCON, VICE PRESIDENT OF THE FEDERAL REPUBLIC OF NIGERIA ON THE OCCASION OF THE 1ST 2023 AWARD OF NIGERIAN CITIZENSHIP BY REGISTRATION AND NATURALIZATION.txt",nigerian,people,indeed,family,nigeria,history,social,us,lives,always,nigerian people  indeed
451,"ADDRESS BY HIS EXCELLENCY, MUHAMMADU BUHARI, PRESIDENT AND COMMANDER IN CHIEF OF THE ARMED FORCES OF THE FEDERAL REPUBLIC OF NIGERIA DELIVERED BY HIS EXCELLENCY, PROF. YEMI OSINBAJO, SAN, GCON, VICE PRESIDENT OF THE FEDERAL REPUBLIC OF NIGERIA ON THE OCCASION OF THE 1ST 2023 AWARD OF NIGERIAN CITIZENSHIP BY REGISTRATION AND NATURALIZATION TO 385 FOREIGN NATIONALS HELD IN ABUJA ON THE 27TH MAY, 2023..txt",nigerian,people,indeed,family,nigeria,history,social,us,lives,always,nigerian people  indeed
302,1st Award Of Nigerian Citizenship By Registration And Naturalization To 385 Foreign Nationals.txt,nigerian,people,indeed,family,nigeria,history,social,us,lives,always,nigerian people  indeed
2079,President Nnamdi Azikiwe’s Response to Nigeria’s First Military Coup – January 1966.txt,nigerian,political,general,british,us,violent,national,violence,never,instrument,nigerian political  general
1983,PRESIDENT NNAMDI AZIKIWE’S REACTION TO NIGERIA’S FIRST MILITARY COUP – JANUARY 1966..txt,nigerian,political,general,british,us,violent,national,violence,never,instrument,nigerian political  general
1982,PRESIDENT NNAMDI AZIKIWE’S REACTION TO NIGERIA’S .txt,nigerian,political,general,british,us,violent,national,violence,never,instrument,nigerian political  general
1468,Independence Day Speech by President Buhari on the Occasion of Nigeria 61st Independence Anniversary.txt,nigerians,nigeria,also,government,security,national,continue,development,nigerian,sector,nigerians nigeria  also
62, Independence Day Speech by President Buhari on the Occasion of Nigeria 61st Independence Anniversary.txt,nigerians,nigeria,also,government,security,national,continue,development,nigerian,sector,nigerians nigeria  also
249,"(1953) NNAMDI AZIKIWE, “SPEECH ON SECESSION”.txt",north,would,may,domiciled,right,northerners,secession,lead,eastern,certain,north would  may
1780,NNAMDI AZIKIWE'S SPEECH ON THE THREAT BY THE NORTH TO SECEDE IN 1953..txt,north,would,may,domiciled,right,northerners,secession,lead,eastern,certain,north would  may
1406,INAUGURAL MEETING OF COUNCIL OF STATE.txt,ofthe,public,government,us,want,federal,national,state,security,country,ofthe public  government
464,"ADDRESS BY HIS EXCELLENCY, THE PRESIDENT COMMANDER-IN-CHIEF OF THE ARMED FORCES CHIEF OLUSEGUN OBASANJO, GCFR AT THE INAUGURATION OF THE PANEL ON REVIEW OF CONTRACTS, LICENCES, AWARDS, APPROVALS AND APPOINTMENTS ON MONDAY, 7™ JUNE, 1999 AT THE STATE HOUSE, ABUJA AT 10.00 A.M.txt",ofthe,public,government,review,panel,approvals,appointments,licences,contracts,determine,ofthe public  government
447,"ADDRESS BY HIS EXCELLENCY PRESIDENT OLUSEGUN OBASANJO ON THE OCCASION OF THE INAUGURAL MEETING OF COUNCIL OF STATE ON TUESDAY, 29th JUNE, 1999 AT THE PRESIDENTIAL VILLA, ABUJA.txt",ofthe,public,government,us,want,national,also,state,security,country,ofthe public  government
1538,"KEYNOTE ADDRESS OF THE GOVERNOR OF OGUN STATE, HIS EXCELLENCY, PRINCE DAPO ABIODUN MFR, AT THE PUBLIC THANKSGIVING AND APPRECIATION RECEPTION ORGANISED BY THE IKENNE DEVELOPMENT ASSOCIATION IN HONOUR OF HIS EXCELLENCY, THE IMMEDIATE PAST VICE PRESIDENT, PROF. YEMI OSINBAJO (SAN, GCON).txt",ogun,state,people,us,good,one,osinbajo,unwavering,also,continue,ogun state  people
1536,"KEYNOTE ADDRESS OF THE GOVERNOR OF OGUN STATE, HIS EXCELLENCY, PRINCE DAPO ABIODUN MFR, AT THE PUBLIC THANKSGIVING AND APPRECIATION RECEPTION ORGANISED BY THE IKENNE DEVELOPMENT ASSOCIATION IN HONOUR OF HIS EXCELLENCY, THE IMMEDIATE PAST VICE PRESIDENT, PROF. YEMI OSINBAJO (SAN, GCON) HELD IN IKENNE, OGUN STATE ON SUNDAY, JULY 9, 2023.txt",ogun,state,people,us,good,one,osinbajo,unwavering,also,continue,ogun state  people
1537,"KEYNOTE ADDRESS OF THE GOVERNOR OF OGUN STATE, HIS EXCELLENCY, PRINCE DAPO ABIODUN MFR, AT THE PUBLIC THANKSGIVING AND APPRECIATION RECEPTION ORGANISED BY THE IKENNE DEVELOPMENT ASSOCIATION IN HONOUR OF HIS EXCELLENCY, THE IMMEDIATE PAST VICE PRESIDENT, PROF. YEMI OSINBAJO (SAN, GCON) HELD IN IKENNE, OGUN STATE.txt",ogun,state,people,us,good,one,osinbajo,unwavering,also,continue,ogun state  people
1539,"KEYNOTE ADDRESS OF THE GOVERNOR OF OGUN STATE, HIS EXCELLENCY, PRINCE DAPO ABIODUN MFR, AT THE PUBLIC THANKSGIVING AND APPRECIATION RECEPTION ORGANISED BY THE IKENNE DEVELOPMENT ASSOCIATION IN HONOUR OF HIS EXCELLENCY, THE IMMEDIATE PAST VICE PRESIDENT, PROF. YEMI OSINBAJO.txt",ogun,state,people,us,good,one,osinbajo,unwavering,also,continue,ogun state  people
2996,“Seeking New Laws”.txt,one,get,guess,like,know,would,say,make,new,going,one get  guess
2370,Seeking New Laws.txt,one,get,guess,like,know,would,say,make,new,going,one get  guess
