,Filepath,0,1,2,3,4,5,6,7,8,9
988,It was the day after my brother disappeared.txt,would,mother,priest,every,kola,time,sat,search,back,like
989,It’s Chromebook’s Turn for an AI Injection.txt,ai,new,chromebook,google,plus,specific,feature,laptops,machines,many
990,Iwo.txt,local,government,north,iwo,yoruba,important,traditional,grown,nigeria,osun
991,Iyana Oworo.txt,iyana,oworo,social,community,vibrant,mainland,neighborhood,diverse,lagos,local
992,"I’m a proud Nigerian, not from Gabon – Zack Orji.txt",orji,lie,actor,video,nigerian,pit,nollywood,zack,denied,claims
993,"I’m not finished, will fight for my career – Paul Pogba.txt",pogba,football,still,return,french,midfielder,paul,denied,rumours,asserting
994,J21.txt,practices,health,cultural,people,also,nigeria,african,r,one,practice
995,JAE10.1Yagboyaju.txt,political,nigeria,state,public,n,governance,p,electoral,corruption,r
996,JNASCI-2016-224-232.txt,obi,people,identity,achebe,culture,cultural,ibo,english,new,longer
997,JSS_2019073014033272.txt,igbo,nigeria,economic,political,government,people,eastern,port,region,southeast
998,JUST IN Ikeja DisCo slashes Band A tariff to N206.80.txt,tariff,band,electricity,customers,per,downward,review,would,may,power
999,"JUST IN: FG exempts SMEs, farmers, manufacturers from paying withholding tax.txt",tax,withholding,businesses,introduced,key,regime,changes,rates,low,exemption
1000,"JUST IN: Heavy rainfall causes flood, gridlock in Lagos.txt",area,heavy,mainland,causing,downpour,wednesday,caused,flooding,leading,flood
1001,Jakande academy fellows understudy India’s economy.txt,fellows,statement,economic,lateef,international,policy,taj,lagos,state,marble
1002,"Jiang et al._2008_population, urbanization and the environment_World Watch.txt",p,u,n,l,r,e,f,watch,urban,world
1003,"Jide Kosoko, others pay tribute to ‘The New Masquerade’ late actress, Ovularia.txt",god,elizabeth,new,may,death,family,popularly,known,news,agency
1004,"Jigawa Govt, Bank of Industry Sign N6bn Partnership   By Ogochukwu Ndubuisi -July 3, 20244 0.txt",billion,jigawa,said,industrial,boi,state,government,branch,would,bank
1005,Jigawa State.txt,jigawa,state,cultural,including,government,infrastructure,economic,healthcare,development,fostering
1006,Jimi_Agbaje.txt,agbaje,lagos,jimi,retrieved,state,pdp,national,nigeria,democratic,pharmaceutical
1007,Job Displacement.txt,facial,recognition,ai,technology,people,software,found,false,used,potential
1008,Joshua Usman.txt,film,oral,films,nigerian,yoruba,african,hausa,also,traditional,cultural
1009,Journal of Education and Practice .txt,climate,change,global,human,academic,per,staff,heat,awareness,much
1010,Joys of Motherhood Theme of Education.txt,nnu,education,ego,values,receive,value,protagonist,joys,motherhood,puts
1011,"June 12, 1993 Election.txt",june,democratic,election,legacy,political,nigeria,despite,annulment,mko,eventual
1012,June 12: Democracy Day With Lagos Lawmakers.txt,june,democratic,democracy,state,lagos,nigeria,abiola,house,nigerian,mko
1013,KABA PEOPLE.txt,niger,major,kogi,benue,east,nigeria,kwara,abuja,also,state
1014,KING ABIPA took a fancy to remove his whole court to a new capital.txt,king,hill,one,another,nobles,abipa,took,court,new,build
1015,KING SANGO was acquainted with many deadly charms.txt,king,sango,decided,palace,lightning,agreed,rage,eighty,left,one
1016,KOGI.txt,niger,major,kogi,benue,east,nigeria,kwara,abuja,also,state
1017,Kaduna NAWOJ addresses challenges of female journalists.txt,women,journalists,workshop,state,male,communique,conflict,sensitive,kaduna,discrimination
1018,Kaduna State.txt,kaduna,state,cultural,economic,including,government,infrastructure,significant,development,healthcare
1019,Kaduna to relocate 359 schools over banditry.txt,schools,school,state,drop,government,governor,protection,educational,kaduna,lamented
1020,Kalu’s Quest To Promote Regional Agenda As House Deputy Speaker.txt,deputy,speaker,kalu,south,president,east,federal,release,ministerial,peace
1021,Kano State.txt,kano,state,cultural,including,government,infrastructure,economic,healthcare,significant,ethnic
1022,Kano emirship tussle suit adjourned.txt,state,kano,court,emir,july,hearing,house,counsel,may,alhaji
1023,Kano mosque explosion death toll rises to 11.txt,said,police,mosque,aminu,kano,gadan,gezawa,haruna,suspect,make
1024,Kanu plans appeal after losing N1bn suit against FG.txt,dss,federal,suit,kanu,court,dismissed,fundamental,rights,leader,justice
1025,Karma.txt,akpabio,e,president,akwa,ibom,v,apc,leaders,elections,pdp
1026,Katsina State.txt,katsina,state,cultural,including,government,infrastructure,significant,economic,healthcare,trade
1027,Katsina.txt,katsina,hausa,fulani,emirate,state,songhai,town,kingdom,northern,first
1028,Kebbi State.txt,kebbi,state,cultural,including,economic,government,significant,infrastructure,development,road
1029,Kebbi to construct Para-soccer stadium in Birnin Kebbi.txt,kebbi,state,birnin,boost,game,governor,idris,would,dr,nasir
1030,Ketu.txt,ketu,life,bustling,lively,offering,vibrant,glimpse,everyday,urban,gather
1031,Key Facts about the Proposed New General Multipurpose National Identity Card.txt,card,national,multiple,use,powered,applicants,respective,banks,new,id
1032,Keynote Address delivered at the National Insurance Conference.txt,insurance,industry,building,sector,nigeria,role,investments,economic,nigerian,across
1033,Keys to sucessful leadership.txt,governance,strong,management,particular,listed,strongly,pay,attention,leadership,capacity
1034,King Charles.txt,solar,sandringham,charles,panels,planning,climate,king,estate,could,royal
1035,Kofi Annan's address to World Economic Forum in Davos.txt,united,global,nations,human,make,values,environmental,labour,international,world
1036,Kogi State.txt,kogi,state,cultural,economic,government,including,ethnic,significant,infrastructure,healthcare
1037,"Kogi gas fire explosion razes residential building, shops.txt",government,state,lokoja,management,victims,fire,jamata,kogi,emergency,alhaji
1038,Korea to assist Nigeria on security challenges — Envoy.txt,korean,korea,nigeria,security,explore,said,also,toward,nigerian,military
1039,Kparo_A_Study_of_the_Emergence_and_Deat.txt,language,people,paper,languages,indigenous,baatonum,government,kparo,local,african
1040,"Kwankwaso picks form, says ‘it is not do or die’.txt",forms,contest,play,change,party,give,apc,governor,presidential,election
1041,Kwara State University.txt,students,state,academic,kwasu,kwara,university,community,higher,education,programs
1042,Kwara State.txt,kwara,state,cultural,economic,government,healthcare,including,significant,education,among
1043,LAGOS MUST THINK OUT OF THE BOX.txt,need,us,lagos,best,like,also,singapore,able,maybe,think
1044,LAGOS-HISTORICAL-FACTS.txt,lagos,ikorodu,state,first,indigenes,awori,political,indigene,division,nigeria
1045,LAGOS.txt,lagos,state,badagry,development,nigeria,local,ikorodu,land,ikeja,tax
1046,LASU 27th Convocation Lecture: Fashola Cautions Humanity Against Overdependence On AI.txt,technology,lagos,human,state,global,digital,university,cautioned,artificial,lecture
1047,LEVERAGING AI TO COMBAT CRUDE OIL THEFT.txt,oil,ai,theft,crude,monitor,production,detect,data,saudi,technologies
1048,LPPC shortlists 98 lawyers for SAN title.txt,esq,include,nigeria,abubakar,also,shortlisted,statement,public,applicants,charles
1049,LUTH Emerges Best Cancer Centre in Nigeria.txt,healthcare,cancer,health,centre,award,said,care,nhea,individuals,highlight
1050,Labinjo-PerceptionsAttitudesAndCultural(AM).txt,mental,health,et,disorders,studies,al,attitudes,journal,medical,traditional
1051,"Labour begins indefinite strike Monday over wage, electricity hike.txt",labour,organised,nationwide,strike,new,national,minimum,wage,declared,indefinite
1052,"Labour wants N497,000, FG laments paucity of funds.txt",minimum,government,wage,new,proposed,labour,committee,meeting,federal,organised
1053,Lagos Island History by Farafina Kachifo.txt,lagos,street,live,home,island,eko,children,also,brazilian,broad
1054,"Lagos Leads as Investment Destination in Nigeria’s Q1 Capital Importation Report, Up 198% – NBS.txt",capital,importation,total,foreign,increase,million,economic,report,quarter,surge
1055,"Lagos State Seeks To Integrate AI Into Teaching, Education Sector.txt",education,academic,artificial,intelligence,potential,providing,innovative,challenges,hand,new
1056,Lagos State University of Science and Technology.txt,lagos,state,engineering,science,technology,college,management,university,institution,agricultural
1057,Lagos State.txt,lagos,state,economic,cultural,british,city,challenges,strategic,trade,government
1058,Lagos charges women experiencing domestic violence to speak out.txt,women,state,lagos,speak,commissioner,empowered,rights,affairs,poverty,dada
1059,Lagos plans clampdown on unregistered estate agents 13th May 2024.txt,housing,estate,state,lagos,real,units,government,quarter,commissioner,warning
1060,Lagos refunds 145 housing estate subscribers.txt,subscribers,housing,ministry,permanent,secretary,statement,original,still,lagos,state
1061,Lagos state.txt,lagos,city,economic,vibrant,rich,bustling,cultural,hub,pulsates,tapestry
1062,Lagos unveils 10-minute building permit system for approvals.txt,lagos,process,state,planning,geographic,information,electronic,physical,approval,office
1063,"Lagos, Oyo win big at cycling tourney.txt",state,lagos,came,minutes,time,oyo,second,third,three,two
1064,Lagos-Calabar highway: 750 houses for demolition as property owners allege poor compensation.txt,compensation,government,property,coastal,would,lagos,umahi,going,affected,federal
1065,"Landlady, husband flee after throwing tenant’s corpse into canal.txt",police,state,allegedly,correspondent,body,following,men,landlord,community,local
1066,Language 1.txt,language,english,languages,linguistic,nigeria,national,indigenous,policy,ethnic,different
1067,Language 2.txt,language,education,policy,english,languages,multilingual,national,educational,nigeria,nigerian
1068,Language 3.txt,language,languages,nigerian,english,indigenous,nigeria,national,policy,attitudes,major
1069,Language won’t keep Northern Nigeria away from AI train.txt,ai,nigeria,like,many,understand,country,learning,skills,technology,part
1070,Language_Policy_Nigeria_and_the_Role_of.txt,language,english,languages,nigeria,nigerian,pidgin,also,national,e,official
1071,"Late Access Bank CEO’s varsity, Wigwe University to kick off August.txt",college,university,international,wigwe,late,programmes,management,social,science,davis
1072,Late Junior Pope betrayed me repeatedly – Yul Edochie.txt,yul,burial,late,betrayed,anything,others,edochie,took,needed,people
1073,Lawmaker Donates Polo Tournament Proceeds to Orphanage.txt,support,orphans,annual,keffi,tournament,need,proceeds,polo,state,event
1074,Leadership and Governance .txt,young,people,world,sustainable,climate,global,also,society,youth,human
1075,Leadership and Governance for the Challenges of the 21st Century.txt,young,people,world,sustainable,climate,global,also,society,youth,human
1076,Leadership and Governance.txt,young,people,world,sustainable,climate,global,also,society,youth,human
1077,Leading AI firms pledge ‘responsible’ tech development.txt,ai,firms,global,summit,including,tech,google,companies,also,pledged
1078,Lecturer Identifies Sustainable Chemistry as Key for Eco-innovation.txt,chemistry,secondary,students,school,sokoto,science,chemical,state,university,would
1079,Legal experts project Nigeria’s AI market to reach $4.64 billion by 2030.txt,ai,business,corporate,ethical,said,governance,legal,drive,growth,ikeja
1080,Legislative Engagement.txt,legislative,yiaga,africa,centre,national,promotes,development,engagement,building,young
1081,Let Nnamdi Kanu Go Home.txt,kanu,would,president,nigeria,also,made,national,people,cannot,many
1082,"Let lecturers breathe do not suffocate us, ASUU tells Tinubu.txt",president,amokaha,university,councils,union,tinubu,governing,academic,one,year
1083,Letter from the Director.txt,entrepreneurs,across,development,tony,elumelu,foundation,dear,last,rounded,survey
1084,Leveraging On AI To Reduce Out-Of-School Children In Nigeria.txt,learning,instructional,children,quality,content,teachers,schools,conventional,materials,quranic
1085,Lifestyle 1.txt,lifestyle,diseases,risk,disease,health,factors,healthy,people,developing,cardiovascular
1086,Lifestyle 2.txt,healthy,stress,lifestyle,study,students,anxiety,score,health,gender,significant
1087,Lifestyle 3.txt,health,lifestyle,social,individual,lifestyles,research,within,life,new,deﬁnition
1088,"Like Jonathan used Tompolo, Tinubu can use Nnamdi Kanu to address insecurity – Isaac Fayose.txt",south,fayose,president,releasing,kanu,former,could,security,niger,suggested
1089,Liksoms Short Stories and the Ironies of Contemporary Existence.txt,one,stories,got,e,culture,contemporary,like,short,might,literature
1090,Lilys Enchanted Journey A Tale of Magic and Wonder.txt,lily,old,woman,magic,heart,every,would,filled,enchanted,wonder
1091,Limnology   Oceanography - 2004 - Norberg - Biodiversity and ecosystem functioning  A complex adaptive systems approach.txt,species,trait,traits,ecosystem,environmental,may,growth,community,function,processes
1092,Linguistic_Strategies_of_Adaptation_Haus.txt,hausa,language,ilorin,yoruba,also,ibadan,da,communities,people,spoken
1093,"Liquidity: Banks Drive Yield Surge with T-Bills Selloffs By Marketforces Africa -July 3, 202411 0.txt",yield,liquidity,average,treasury,rate,bills,market,banks,rates,analysts
1094,Little-Red-Riding-Hood-Play-script.txt,little,red,riding,hood,wolf,grandmother,basket,good,forest,one
1095,Loading: Asymmetrical National Security Challenges.txt,national,security,nigerian,roundtable,army,challenges,also,state,military,public
1096,Local Government in Nigeria.txt,local,governments,government,development,nigeria,also,legal,essential,federal,state
1097,Long queue for return to old.txt,national,old,general,back,assembly,president,even,new,restore,us
1098,Looking Forward to Yesterday.txt,would,old,national,yesterday,new,anthem,one,us,president,nigeria
1099,Loud Whispers With JOSEPH EDGAR.txt,one,edo,magnus,asue,man,used,know,na,come,called
1100,Love Lost between Modernization and Traditionalism: A Review of “The Lion and the Jewel” by Wole Soyinka.txt,soyinka,one,two,jewel,nigeria,play,lion,yet,conflict,like
1101,Love_Poems_of_Frederick_Harper.txt,love,frederick,douglas,harper,poems,let,romance,life,peace,us
1102,MDP-71.txt,leadership,educational,management,model,based,organizational,models,process,members,change
1103,MENJ_Volume 8_Issue 1_Pages 253-268.txt,ai,health,nursing,toward,perception,artificial,attitude,nurses,intelligence,attitudes
1104,"METROKidnappers sleep off after abducting pastor’s wife, others in Ondo.txt",suspects,police,arrested,slept,ofosu,five,kidnappers,wife,hard,said
1105,MINEDUC-Administration-of-Secondary-Schools.txt,school,e,n,head,r,teacher,model,l,pupils,general
1106,MINISTRY OF INTERIOR UNVEILS STRATEGIC INITIATIVES TO ENHANCE SERVICE DELIVERY.txt,minister,public,ministry,security,across,must,correctional,nigeria,advanced,enhance
1107,MKO.txt,abiola,nigeria,democratic,held,military,june,nigerian,graduating,also,became
1108,MOHBAD’s DEATH: CULTURE OF VIOLENCE MUST STOP.txt,music,culture,nigerian,musicians,violence,youth,self,reports,young,industry
1109,MOSHOOD KASHIMAWO OLAWALE ABIOLA.txt,abiola,nigeria,kingibe,moshood,nigerian,mko,national,political,chief,fawehinmi
1110,MOSOP threatens protest over East-West Road.txt,ogoni,road,federal,government,protest,axis,statement,despite,project,president
1111,MPC will do whatever is necessary to bring inflation down – Cardoso.txt,said,inflation,per,cardoso,monetary,would,rates,committee,long,orthodox
1112,MPRA_paper_101855.txt,stock,economic,market,financial,development,markets,growth,also,found,exchange
1113,MTN Nigeria Hosts High-level Forum to Innovate Digital Education .txt,mtn,digital,learning,private,government,need,education,stakeholders,public,ossom
1114,MY THOUGHTS: CHINUA ACHEBE'S 'THINGS FALL APART'.txt,things,fall,read,first,reading,apart,realised,choice,okonkwo,thing
1115,Macaulay Speeches - 1854.txt,would,ofthe,honorable,without,great,inwhich,years,every,ihave,friend
1116,Maiden General Assembly Statement at the United Nations.txt,nations,united,nigeria,country,would,african,must,countries,world,many
1117,Maintaining_the_Self_Existence_Through_S.txt,social,short,riau,discourse,oil,olyrinson,yang,dan,people,analysis
1118,Makinde constitutes Olubadan coronation committee.txt,oba,commissioner,state,coronation,committee,presentation,staff,office,governor,statement
1119,Marked Women_ Prostitutes and Prostitution in the Cinema ( PDFDrive ).txt,women,woman,one,ﬁlm,prostitute,pro,love,marked,e,may
1120,Marriage and the Expression of Linguistic Identity in Edo Benin.txt,marriage,language,used,bride,traditional,ceremony,ẹdo,meaning,different,words
1121,Marriage and the Expression of Linguistic Identity in Edo.txt,marriage,language,used,bride,traditional,ceremony,ẹdo,meaning,different,words
1122,Marwa Life.txt,nigerian,marwa,nigeria,state,military,borno,governor,administration,army,lagos
1123,Mass resignation from PDP long overdue – Ex-Imo Assembly speaker.txt,party,state,pdp,national,resignation,people,leadership,last,imo,nec
1124,Materials.txt,larvae,parasitoid,placed,one,snf,parasitized,days,dissected,host,makindu
1125,May Day: President Bola Tinubu’s speech.txt,labour,great,nation,may,day,every,contributions,assure,government,efforts
1126,Media professionals push for AI regulation over unauthorized scraping of data.txt,ai,technology,media,data,scrape,also,information,business,regulate,various
1127,Meiran.txt,meiran,community,vibrant,local,cultural,bustling,market,offering,residential,area
1128,Mental health.txt,mental,health,well,individuals,promoting,social,access,challenges,leading,support
1129,"Meta begins translation of Igbo, other African languages.txt",languages,ai,language,across,translations,translation,content,people,model,african
1130,"Meta expands AI services to Nigeria, six other African countries.txt",ai,meta,new,users,llama,company,outside,connections,english,countries
1131,"Meta’s plan to use Facebook, Instagram data to train AI faces opposition in Europe .txt",meta,data,said,use,protection,facebook,noyb,privacy,complaints,ai
1132,Microplastics in Nigeria’s Osun River: new study flags alarmingly high levels.txt,microplastics,river,osun,water,plastic,found,also,particles,fish,high
1133,Microsoft intros a Copilot for teams.txt,copilot,team,microsoft,teams,ai,generative,large,work,help,meeting
1134,Microsoft unveils new Copilot+ PCs featuring advanced AI capabilities.txt,new,ai,surface,microsoft,laptop,pc,category,also,manufacturers,laptops
1135,"Microsoft, DSN Demo AI Capabilities at Nigeria’s First AI for Non-Profits and Social Good Summit.txt",ai,social,microsoft,impact,skills,nigeria,summit,practical,digital,good
1136,"Microsoft, DSN promote AI adoption among NGOs.txt",ai,social,dr,practical,impact,microsoft,capacity,development,good,executive
1137,Migration_and_statehood_problem.txt,conflicts,self,conflict,political,ethnic,nigeria,people,rights,government,right
1138,Military shut down massive Abuja shopping complex to ‘protest’ assault on soldiers.txt,soldiers,army,banex,correspondent,police,officers,nigeria,area,confirmed,phone
1139,"Minimum wage: FG calls c’ttee meeting, Labour insists on May 31 deadline.txt",national,minimum,may,tripartite,committee,organised,nationwide,new,wage,concluded
1140,"Minister backs Niger mass wedding, makes donations.txt",minister,girls,mass,speaker,marriage,also,announced,niger,ahead,wedding
1141,Minister petitions IG over marriage plans for 100 orphans in Niger.txt,speaker,women,child,minister,rights,must,injunction,stop,niger,house
1142,Misinformation Amplification.txt,ai,could,algorithms,used,autonomous,health,financial,social,media,fake
1143,Misogyny Regarding  Igbo Women in the Decolonization Process.txt,women,nigeria,international,history,journal,studies,igbo,colonial,war,w
1144,Modelling an inclusive digital economy.txt,ai,global,nigeria,international,significant,potential,digital,economy,like,including
1145,Monitoring & Evaluation for International Development.txt,development,approaches,aims,make,achieved,ways,better,cost,whether,international
1146,Monitoring and Evaluation in International Development.txt,project,evaluation,monitoring,two,information,variety,methods,working,phase,data
1147,"Moody’s Affirms Ecobank Ratings, Maintains Negative Outlook.txt",negative,outlook,ratings,holding,ecobank,rating,eti,issuer,explained,liquidity
1148,More machine learnings.txt,like,chemcrow,work,research,gollakota,using,grad,system,see,planning
1149,Moringa oleofera leaf meal as a feed supplement for dairy calves.txt,et,calves,molm,moringa,oleifera,p,leaf,levels,milk,meal
1150,Mr President.txt,tax,government,committee,fiscal,within,revenue,country,support,policy,end
1151,Multiple Taxation in Nigeria.txt,tax,taxes,government,multiple,nigeria,multiplicity,local,revenue,taxations,state
1152,Mushin.txt,mushin,residents,bustling,activities,spirit,social,local,cultural,densely,known
1153,Music.txt,music,musical,social,era,contemporary,made,people,promote,well,transcends
1154,Music_Conference_Program-non-students.txt,music,nigerian,industry,presenter,nigeria,digital,cultural,study,campus,research
1155,Musical Instruments.txt,instruments,musical,sound,music,like,instrument,produce,modern,electronic,used
1156,Musk’s Starlink becomes third largest internet provider in Nigeria in Q4 2023.txt,isps,internet,active,customers,nigeria,starlink,service,data,number,one
1157,Mutiu Adepoju debunks Super Eagles job link.txt,national,former,deserves,super,eagles,said,madrid,finidi,things,interested
1158,My Human Hair Experience.txt,hair,human,would,decided,like,got,could,brazilian,curls,care
1159,My Own Story.txt,bill,would,suffrage,women,government,one,house,first,amendment,woman
1160,My Speech at the Ministry of Finance Incorporated(MOFI) Public Wealth Management Conference..txt,temasek,government,assets,singapore,worth,singaporean,business,principle,focus,investments
1161,My Three Patients.txt,said,alhaja,meat,secretary,one,seemed,like,others,sisi,came
1162,My opponents are defeated – Fubara.txt,ijaw,rivers,state,fubara,call,celebrate,isaac,adaka,boro,major
1163,N20tn pension fund safe – FG.txt,government,pension,federal,fund,infrastructure,money,funds,said,nigeria,union
1164,N6.6bn Fraud: AGF Takes Over Prosecution of Polaris Bank Staff.txt,account,alleged,polaris,bank,section,said,date,fraudulently,withdrew,sum
1165,NAF investigates Aerial Vehicle crash in Kaduna.txt,said,crash,air,crashed,naf,force,unmanned,investigation,commenced,reports
1166,NASS Open Week Speech By President.txt,open,national,administration,week,also,time,country,budget,executive,assembly
1167,NCC suspends issuance of operational licenses to communications firms.txt,mobile,commission,suspension,network,service,public,licensed,vas,nigerian,communications
1168,"NCC suspends issuance of virtual operators licence, two others.txt",suspension,communications,nigerian,mobile,network,commission,temporary,new,licence,notice
1169,NCC targets 50% improvement in telecom QoS by 2024 end.txt,quality,commission,said,end,telecom,data,targets,service,improvement,industry
1170,NCoS STRENGTHENS PARTNERSHIP WITH INL --- CGC NABABA LAUDS EFFORTS TOWARDS INMATES REHABILITATION.txt,inl,ncos,corrections,service,controller,general,deputy,stated,visit,professional
1171,NCoS Takes Steps to Address Overcrowding in Centers.txt,custodial,centers,service,inmates,umar,nigerian,correctional,various,facilities,six
1172,NDDC’s N84bn projects.txt,road,nddc,project,commission,projects,power,executed,also,construction,akwa
1173,"NDLEA nabs syndicate over cocaine seizures, declares couple wanted.txt",arrested,ndlea,cocaine,recovered,may,cannabis,drug,rashidat,two,statement
1174,NDRBDA boss Amgbare solicits senators’ support.txt,delta,niger,senators,catchment,environmental,authority,amgbare,representing,areas,ndrbda
1175,"NDSF@15: Ekuwem, Odusote, Nwannenna, Adebayo, Uzor, others Honoured.txt",digitalsense,africa,internet,nigeria,digital,gbenga,managing,realty,executive,said
1176,NEDC trains Gombe youths in solar power installation.txt,training,said,given,participants,gombe,solar,commission,malam,make,end
1177,NEM Insurance Shareholders Approve N3.01bn Dividend for 2023 Financial Year.txt,per,billion,year,cent,insurance,financial,total,dividend,smart,also
1178,NEWSHerdsmen attacks: ‘We can’t return home’ – Benue stakeholders rue relentless killings.txt,agatu,local,government,people,apa,communities,attacks,federal,hon,fulani
1179,NEWSWoman abducted by Boko Haram rescued by troops 11 years after with three children.txt,boko,haram,troops,rescued,family,terrorists,joint,security,yuwe,lga
1180,"NFF promises Eagles coach Finidi house, car after unveiling.txt",finidi,eagles,coach,want,entitled,house,going,give,whatever,agree
1181,NGO convenes workshop to explore AI’s impact on Nigeria’s future elections.txt,electoral,ai,elections,said,workshop,also,fake,process,potential,improve
1182,NIGERIA AND ARTIFICIAL INTELLIGENCE STRATEGY.txt,ai,need,collaboration,national,technology,nigeria,stakeholders,artificial,intelligence,adoption
1183,NIGERIAN CORRECTIONAL SERVICE VOLLEYBALL TEAM GAIN PROMOTION TO PREMIER LEAGUE.txt,team,league,controller,service,general,volleyball,nigerian,premier,division,season
1184,NIPR to host AGM elections.txt,state,would,akwa,ibom,public,relations,event,nigeria,week,ensure
1185,"NIRSAL trains 355 agents, 706 wheat farmers in Jigawa.txt",jigawa,food,security,training,nirsal,plc,state,government,federal,extension
1186,"NITDA, Digital Economy and Nigerian AI Collective for global leadership .txt",digital,ai,technology,national,nigeria,nitda,robust,nigerian,artificial,intelligence
1187,"NJC recommends Wike’s wife for appeal court, CJN’s daughter-in-law for high court.txt",justice,high,recommended,court,state,federal,among,judicial,may,rivers
1188,NLC unaware of LP merger talks ahead 2027 — Ajaero.txt,labour,obi,would,merger,presidential,candidate,pdp,former,president,talks
1189,NOUN admission seekers now mandated to register with JAMB .txt,jamb,registration,candidates,expected,unique,advisory,process,institutions,respective,nigerian
1190,NOW it is a matter of common knowledge that Elephant has a long trunk.txt,elephant,long,trunk,hole,nose,one,day,came,lived,seized
1191,NSCDC BOSS APPOINTS NEW COMMANDER FOR SAFE SCHOOLS RESPONSE CENTRE.txt,schools,national,coordination,centre,nscdc,security,safe,especially,commandant,response
1192,NSCDC BOSS SPEAK.txt,officers,security,ensure,cg,corps,deployed,personnel,commandant,general,among
1193,NUPENG 2020 MAY DAY MESSAGE.txt,gas,workers,oil,working,people,union,class,industry,may,day
1194,NUPENGASSAN demands withdrawal of landing charges on helicopter operators.txt,helicopter,gas,oil,industry,petroleum,federal,fees,operators,workers,nigeria
1195,Naira Scarcity: Full text of Buhari’s speech to Nigerians.txt,money,economic,financial,outside,security,bank,activities,policy,banking,administration
1196,Naira abuse: EFCC arrests woman for spraying N1000 notes.txt,abusing,spraying,naira,state,notes,emmanuel,social,court,gombe,arrested
1197,Name as a Vehicle of Communication A Case of the Efiks of Nigerias Cross River State.txt,efik,names,name,enyiñ,naming,given,people,also,efiom,journal
1198,Nasarawa State.txt,nasarawa,state,cultural,economic,development,ethnic,including,government,security,rich
1199,"Nasarawa gov opens NYSC orientation, urges focus on skills.txt",orientation,corps,state,nysc,members,youth,nasarawa,national,service,course
1200,Nation_Because_of_Differences.txt,african,black,nation,one,language,national,differences,political,ethnic,literature
1201,National Address.txt,us,story,nation,must,every,president,common,new,many,never
1202,National Anthem and the Military Legacy.txt,professor,national,anthem,president,olusegun,former,new,obasanjo,political,asiwaju
1203,"National Anthem lyrics impactful, meaningful – DG, NOA.txt",national,anthem,said,one,policies,agency,new,lyrics,must,taken
1204,National address.txt,budget,tax,must,national,new,make,know,good,nigerians,nigeria
1205,"National, state assemblies to spend N724bn in 2024.txt",annual,allowances,national,assembly,four,state,basic,salaries,salary,cost
1206,National-School Based-Management-Policy.txt,school,education,shall,development,sbm,state,management,policy,schools,sbmcs
1207,Nature Therapy and Preventive Medicine.txt,forest,health,nk,et,activity,human,nature,physiological,blood,issn
1208,Neo-liberalism and Eco-Imperialism in Ogaga Ifowodo’s The Oil Lamp.txt,oil,niger,delta,ecological,people,african,journal,humanities,eco,land
1209,Neo_Colonialism_Biafra_and_the_Causes_of.txt,war,destination,emecheta,novel,igbo,nigerian,biafran,nigeria,british,abosi
1210,New AI platform for launch in Nigeria.txt,ai,artificial,intelligence,strategy,minister,researchers,framework,would,national,technology
1211,New ICAN president plans AI adoption for accountants.txt,accountants,ican,institute,chartered,artificial,took,members,according,attract,young
1212,New Trends in Technology.txt,quantum,reality,blockchain,technology,intelligence,digital,computer,various,including,augmented
1213,"New standards for AI and the metaverse, plus other top tech stories.txt",new,technology,metaverse,models,ai,standards,industry,tech,digital,development
1214,New study reveals jobs that are at risk due to AI and ones that will get a boost.txt,several,report,per,artificial,intelligence,making,mundane,tasks,like,data
1215,New-Money_final.txt,toun,binta,joseph,angela,quam,chuka,white,revision,fatima,looks
1216,Next Wave: Is Nigeria ready for the AI revolution.txt,ai,data,nigeria,national,use,african,around,protection,cases,artificial
1217,NiMET to begin strike Monday due to unpaid arrears.txt,staff,letter,management,aviation,arrears,unions,may,months,consequential,including
1218,Niger State.txt,niger,state,cultural,development,economic,government,including,agricultural,significant,security
1219,"Niger gov gifts corps members N200,000 each, budgets N5bn for NYSC camp.txt",niger,state,corps,members,governor,nysc,government,orientation,camp,also
1220,Nigeria 2007 General Election Challenges Controversies and Lessons Learned.txt,electoral,democratic,election,political,nigeria,widespread,credibility,process,reform,general
1221,Nigeria 2015 General Election A Watershed Moment in Democratic Evolution.txt,democratic,election,electoral,political,voter,president,general,historic,peaceful,marked
1222,Nigeria Agriculture and sustainability.txt,nigeria,agricultural,agriculture,sustainable,sector,development,also,farmers,food,government
1223,"Nigeria Air: Sirika, daughter charged with N2.7bn fraud.txt",sirika,agency,minister,alleged,hadi,nigerian,air,court,jalal,investment
1224,Nigeria Begins 2024 Oil Block Bidding Round.txt,licensing,round,ppl,said,would,block,commission,blocks,petroleum,bidding
1225,Nigeria Harnesses AI And Blockchain To Combat Crime: A Technological Revolution In Security.txt,nigeria,blockchain,technology,across,money,artificial,intelligence,significant,positioning,leader
1226,Nigeria LNG Limited Scholarship Program For Nigerian Students.txt,applicants,must,scholarship,year,nigeria,nigerian,students,application,lng,limited
1227,"Nigeria Set To Combat Vandalism, Crude Oil Theft With AI, Says Petroleum Ministry.txt",petroleum,artificial,intelligence,national,machine,oil,permanent,ministry,director,engagement
1228,Nigeria Set To Unveil National Framework To Regulation Use Of AI Technology – VC Unijos.txt,ai,digital,would,sector,public,ishaya,national,stakeholders,ict,keynote
